Job Post ID,Hours Per Week,Currency,Salary Frequency,Salary Description,Minimum Salary,Maximum Salary,Annualised Minimum Salary in KYD,Annualised Maximum Salary in KYD,Mean Annual Salary in KYD
J6F8E7,45,KYD,Per Year,"KYD$10,750 Per Annum (paid Per Annum) + gratuities",10750,10750,10750,10750,10750
J8Q3G7,45,KYD,Per Week,KYD$450 - KYD$540 Weekly,23400,28080,23400,28080,25740
K2H6Y8,45,KYD,Per Hour,KYD$8 - KYD$10 Per Hour (paid Per Hour) + gratuities,18720,23400,18720,23400,21060
K2M3H5,45,KYD,Per Month,"KYD$50,000 - KYD$70,000 Per Annum (paid Monthly)",50000,70000,50000,70000,60000
K3A3K2,45,KYD,Per Hour,KYD$8 - KYD$12 Per Hour (paid Per Hour) + gratuities,18720,28080,18720,28080,23400
K3M2N5,45,KYD,Per Week,"KYD$15,210 - KYD$17,550 Per Annum (paid Weekly)",15210,17550,15210,17550,16380
K4W8H6,45,KYD,Per Month,"KYD$65,000 - KYD$85,000 Per Annum (paid Monthly)",65000,85000,65000,85000,75000
K6K3J5,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
K7G2X8,45,KYD,Per Month,"KYD$65,000 - KYD$77,000 Per Annum (paid Monthly)",65000,77000,65000,77000,71000
M2D7J2,45,KYD,Bi-Weekly,"KYD$1,000 - KYD$1,250 Bi-Weekly (paid Bi-Weekly)",26000,32500,26000,32500,29250
M2W2W3,45,KYD,Bi-Weekly,KYD$12 - KYD$13 Per Hour (paid Bi-Weekly),28080,30420,28080,30420,29250
M5F7M7,45,KYD,Per Hour,KYD$4.5 - KYD$6 Per Hour (paid Per Hour) + gratuities,10530,14040,10530,14040,12285
M8C6M2,45,KYD,Per Hour,KYD$11 - KYD$15 Per Hour (paid Per Hour) + gratuities,25740,35100,25740,35100,30420
M8P2V3,40,KYD,Per Day,KYD$10 - KYD$12 Per Hour (paid Per Day),20800,24960,20800,24960,22880
N4N4V3,45,KYD,Per Month,"KYD$4,500 - KYD$6,000 Monthly  + gratuities",54000,72000,54000,72000,63000
N5V2P8,45,KYD,Per Hour,KYD$14 - KYD$20 Per Hour (paid Per Hour),32760,46800,32760,46800,39780
N6C5W5,45,KYD,Per Week,KYD$6 - KYD$8.5 Per Hour (paid Weekly) + gratuities,14040,19890,14040,19890,16965
N7D7E7,45,KYD,Per Month,"KYD$65,005.2 - KYD$77,009.4 Per Annum (paid Monthly)",65005.2,77009.4,65005.2,77009.4,71007.3
P4W5V8,45,KYD,Per Week,"KYD$800 - KYD$1,100 Weekly",41600,57200,41600,57200,49400
P7W3A4,45,KYD,Bi-Weekly,"KYD$32,760 - KYD$37,440 Per Annum (paid Bi-Weekly)",32760,37440,32760,37440,35100
Q2C3C5,45,KYD,Per Month,"KYD$30,420 Per Annum (paid Monthly)",30420,30420,30420,30420,30420
Q3H4V4,45,KYD,Per Month,"KYD$60,000 - KYD$72,000 Per Annum (paid Monthly)",60000,72000,60000,72000,66000
Q6Y8S5,45,KYD,Per Week,KYD$10.8 - KYD$14.87 Per Hour (paid Weekly),25272,34795.8,25272,34795.8,30033.9
R3E4C4,45,KYD,Per Month,"KYD$45,000 - KYD$55,000 Per Annum (paid Monthly)",45000,55000,45000,55000,50000
R3Q4D6,45,KYD,Bi-Weekly,"KYD$1,620 Bi-Weekly (paid Bi-Weekly)",42120,42120,42120,42120,42120
R7G2W8,40,KYD,Bi-Weekly,"KYD$16,640 - KYD$20,800 Per Annum (paid Bi-Weekly)",16640,20800,16640,20800,18720
S4U6Y8,45,KYD,Per Week,KYD$300.15 - KYD$350.1 Weekly,15607.8,18205.2,15607.8,18205.2,16906.5
S6P8G6,45,KYD,Per Month,KYD$350 - KYD$400 Weekly (paid Monthly),18200,20800,18200,20800,19500
S8G7X7,40,USD,Per Month,"USD$50,000 - USD$60,000 Per Annum (paid Monthly)",50000,60000,41666.67,50000,45833.33
S8S4B3,45,KYD,Per Week,KYD$360 Weekly,18720,18720,18720,18720,18720
T2E8S8,45,KYD,Per Week,KYD$540 Weekly,28080,28080,28080,28080,28080
T4H5S4,45,KYD,Per Hour,KYD$6 - KYD$7 Per Hour (paid Per Hour) + gratuities,14040,16380,14040,16380,15210
T6M8N5,45,KYD,Bi-Weekly,"KYD$990 - KYD$1,350 Bi-Weekly (paid Bi-Weekly)",25740,35100,25740,35100,30420
U5A5U6,45,KYD,Per Hour,KYD$6 - KYD$8 Per Hour (paid Per Hour),14040,18720,14040,18720,16380
U5H6Q2,45,KYD,Per Week,KYD$4.5 - KYD$8 Per Hour (paid Weekly) + gratuities,10530,18720,10530,18720,14625
U5H7D3,45,KYD,Per Week,"KYD$23,985 - KYD$33,017.4 Per Annum (paid Weekly)",23985,33017.4,23985,33017.4,28501.2
U5R6Y8,45,KYD,Per Week,KYD$4.5 - KYD$8 Per Hour (paid Weekly) + gratuities,10530,18720,10530,18720,14625
U7S5G6,45,USD,Bi-Weekly,USD$6 - USD$8 Per Hour (paid Bi-Weekly) + gratuities,14040,18720,11700,15600,13650
U8J3X5,45,KYD,Per Month,"KYD$28,080 Per Annum (paid Monthly)",28080,28080,28080,28080,28080
V4P7D5,45,KYD,Bi-Weekly,KYD$7 - KYD$10 Per Hour (paid Bi-Weekly) + gratuities,16380,23400,16380,23400,19890
V8W8Q8,45,USD,Bi-Weekly,"USD$45,000 - USD$52,000 Per Annum (paid Bi-Weekly)",45000,52000,37500,43333.33,40416.67
W2P4C5,45,KYD,Per Week,"KYD$32,760 - KYD$42,120 Per Annum (paid Weekly)",32760,42120,32760,42120,37440
W2X3S2,45,KYD,Per Month,"KYD$55,000 - KYD$72,000 Per Annum (paid Monthly)",55000,72000,55000,72000,63500
W4U4K4,40,KYD,Bi-Weekly,KYD$6.5 - KYD$8 Per Hour (paid Bi-Weekly),13520,16640,13520,16640,15080
W5Q7X6,45,KYD,Per Hour,"KYD$23,985 - KYD$33,017.4 Per Annum (paid Per Hour)",23985,33017.4,23985,33017.4,28501.2
W5S7X7,45,KYD,Bi-Weekly,"KYD$2,500 - KYD$3,000 Bi-Weekly (paid Bi-Weekly)",65000,78000,65000,78000,71500
X3W3W8,45,KYD,Per Month,"KYD$70,000 - KYD$85,000 Per Annum (paid Monthly)",70000,85000,70000,85000,77500
X5H7A3,45,KYD,Per Week,KYD$350 - KYD$500 Weekly  + gratuities,18200,26000,18200,26000,22100
X6E5N6,37.5,KYD,Per Month,"KYD$55,000 - KYD$70,000 Per Annum (paid Monthly)",55000,70000,55000,70000,62500
Y2S4H5,45,KYD,Per Month,KYD$15 Per Hour (paid Monthly),35100,35100,35100,35100,35100
Y4B5A8,45,KYD,Per Week,KYD$292.5 - KYD$315 Weekly,15210,16380,15210,16380,15795
Y5B3A2,45,KYD,Bi-Weekly,KYD$12 - KYD$15 Per Hour (paid Bi-Weekly),28080,35100,28080,35100,31590
Y7W7B8,45,KYD,Per Month,KYD$400.05 - KYD$450 Weekly (paid Monthly),20802.6,23400,20802.6,23400,22101.3
Y7Y8K5,45,KYD,Per Hour,KYD$6 - KYD$13 Per Hour (paid Per Hour) + gratuities,14040,30420,14040,30420,22230
A5N7V8,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$15,210 Per Annum (paid Bi-Weekly)",14040,15210,14040,15210,14625
H3P6J6,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$15,210 Per Annum (paid Bi-Weekly)",14040,15210,14040,15210,14625
H3T6K8,40,KYD,Per Week,"KYD$13,000 - KYD$15,600 Per Annum (paid Weekly)",13000,15600,13000,15600,14300
J5F5A7,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$15,210 Per Annum (paid Bi-Weekly)",14040,15210,14040,15210,14625
K7J3B4,25,KYD,Per Month,"KYD$1,500 - KYD$2,000 Monthly",18000,24000,18000,24000,21000
P5U3D6,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$15,210 Per Annum (paid Bi-Weekly)",14040,15210,14040,15210,14625
R2P3N5,54,KYD,Bi-Weekly,KYD$10 Per Hour (paid Bi-Weekly),28080,28080,28080,28080,28080
U7B4M5,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$15,210 Per Annum (paid Bi-Weekly)",14040,15210,14040,15210,14625
A6A7J6,45,KYD,Per Month,KYD$700 - KYD$900 Bi-Weekly (paid Monthly),18200,23400,18200,23400,20800
B4W2X4,45,KYD,Bi-Weekly,"KYD$16,380 - KYD$17,550 Per Annum (paid Bi-Weekly)",16380,17550,16380,17550,16965
C2K3U3,45,KYD,Per Week,KYD$360 Weekly,18720,18720,18720,18720,18720
C8M3H3,40,KYD,Per Week,"KYD$20,800 - KYD$31,200 Per Annum (paid Weekly)",20800,31200,20800,31200,26000
D2W8N2,45,KYD,Per Hour,KYD$13 Per Hour (paid Per Hour),30420,30420,30420,30420,30420
E5Y7B8,45,KYD,Per Hour,"KYD$15,210 - KYD$17,550 Per Annum (paid Per Hour)",15210,17550,15210,17550,16380
E7U5R3,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$16,380 Per Annum (paid Bi-Weekly)",14040,16380,14040,16380,15210
F7N3A3,45,KYD,Per Hour,"KYD$18,720 - KYD$21,060 Per Annum (paid Per Hour)",18720,21060,18720,21060,19890
F8T6F7,40,KYD,Per Month,"KYD$24,000 - KYD$30,000 Per Annum (paid Monthly)",24000,30000,24000,30000,27000
J3E4Q3,45,KYD,Per Hour,"KYD$18,720 - KYD$21,060 Per Annum (paid Per Hour)",18720,21060,18720,21060,19890
N4S6G7,45,KYD,Per Hour,"KYD$18,720 - KYD$21,060 Per Annum (paid Per Hour)",18720,21060,18720,21060,19890
U6K8Y7,45,KYD,Per Month,"KYD$900 - KYD$1,100 Bi-Weekly (paid Monthly)",23400,28600,23400,28600,26000
U7E8M6,40,KYD,Bi-Weekly,KYD$600 - KYD$800 Bi-Weekly (paid Bi-Weekly),15600,20800,15600,20800,18200
U7G4F4,45,KYD,Bi-Weekly,"KYD$14,040 Per Annum (paid Bi-Weekly)",14040,14040,14040,14040,14040
W3T8S4,45,KYD,Per Hour,"KYD$15,210 - KYD$17,550 Per Annum (paid Per Hour)",15210,17550,15210,17550,16380
Y2J7C6,45,KYD,Per Hour,"KYD$17,550 - KYD$20,475 Per Annum (paid Per Hour)",17550,20475,17550,20475,19012.5
Y3T8F4,45,KYD,Per Week,KYD$6 - KYD$6.5 Per Hour (paid Weekly),14040,15210,14040,15210,14625
Y6F2R3,45,KYD,Bi-Weekly,KYD$700 - KYD$800 Bi-Weekly (paid Bi-Weekly),18200,20800,18200,20800,19500
A4J3N4,45,USD,Per Month,"USD$140,000 - USD$160,000 Per Annum (paid Monthly)",140000,160000,116666.67,133333.33,125000
A5B3Q5,45,KYD,Per Week,KYD$337.5 - KYD$540 Weekly,17550,28080,17550,28080,22815
A5M7J4,45,KYD,Per Week,KYD$350 - KYD$500 Weekly  + gratuities,18200,26000,18200,26000,22100
B2H2H6,45,KYD,Bi-Weekly,KYD$8 - KYD$12 Per Hour (paid Bi-Weekly),18720,28080,18720,28080,23400
B2N4E3,45,USD,Per Month,"USD$4,500.6 - USD$5,500.95 Monthly",54007.2,66011.4,45006,55009.5,50007.75
B2N8S3,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
B2T3H7,40,KYD,Per Hour,KYD$8 - KYD$9 Per Hour (paid Per Hour),16640,18720,16640,18720,17680
B3X4W2,45,KYD,Per Month,"KYD$2,800 - KYD$3,500 Monthly",33600,42000,33600,42000,37800
B6A2U8,40,KYD,Bi-Weekly,KYD$6 - KYD$7.5 Per Hour (paid Bi-Weekly),12480,15600,12480,15600,14040
B7V5R2,45,KYD,Per Month,"KYD$1,950 - KYD$2,340 Monthly",23400,28080,23400,28080,25740
B8B3F4,45,KYD,Per Hour,KYD$5 - KYD$7 Per Hour (paid Per Hour) + gratuities,11700,16380,11700,16380,14040
B8K5J4,40,KYD,Per Month,"KYD$49,700 - KYD$69,700 Per Annum (paid Monthly)",49700,69700,49700,69700,59700
B8P7S6,45,USD,Per Month,"USD$125,000 - USD$160,000 Per Annum (paid Monthly)",125000,160000,104166.67,133333.33,118750
C2G6U5,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
C3B5X4,45,KYD,Per Month,"KYD$14,040 - KYD$21,060 Per Annum (paid Monthly)",14040,21060,14040,21060,17550
C4B2R3,40,USD,Per Hour,USD$10 - USD$12.5 Per Hour (paid Per Hour) + gratuities,20800,26000,17333.33,21666.67,19500
C4P2S6,37.5,USD,Per Month,"USD$114,991.5 - USD$120,003 Per Annum (paid Monthly)",114991.5,120003,95826.25,100002.5,97914.38
C5J4T4,45,KYD,Per Hour,KYD$7.5 - KYD$13.6 Per Hour (paid Per Hour) + gratuities,17550,31824,17550,31824,24687
C5R6Q8,45,KYD,Bi-Weekly,"KYD$12,285 Per Annum (paid Bi-Weekly) + gratuities",12285,12285,12285,12285,12285
C7J4H5,45,KYD,Per Hour,KYD$7 - KYD$10 Per Hour (paid Per Hour),16380,23400,16380,23400,19890
C8Y6V6,45,KYD,Per Month,"KYD$14,040 - KYD$16,380 Per Annum (paid Monthly)",14040,16380,14040,16380,15210
D2B5Y3,40,USD,Per Month,"USD$68,390.4 - USD$143,582.4 Per Annum (paid Monthly)",68390.4,143582.4,56992,119652,88322
D2M2M6,45,KYD,Per Month,KYD$13 - KYD$15 Per Hour (paid Monthly),30420,35100,30420,35100,32760
D2V2S5,45,KYD,Per Hour,KYD$9 - KYD$12 Per Hour (paid Per Hour),21060,28080,21060,28080,24570
D2X3C4,40,KYD,Per Month,"KYD$53,700 - KYD$71,700 Per Annum (paid Monthly)",53700,71700,53700,71700,62700
D3H2Y5,45,KYD,Per Hour,KYD$6 - KYD$9 Per Hour (paid Per Hour),14040,21060,14040,21060,17550
D3M3G8,45,KYD,Per Month,"KYD$88,043 - KYD$109,374 Per Annum (paid Monthly)",88043,109374,88043,109374,98708.5
D3S2T7,45,KYD,Per Month,"KYD$70,000 - KYD$80,000 Per Annum (paid Monthly)",70000,80000,70000,80000,75000
D4J5M3,45,KYD,Bi-Monthly,KYD$6 - KYD$8 Per Hour (paid Bi-Monthly),14040,18720,14040,18720,16380
D8A8B5,45,KYD,Per Month,"KYD$75,000 - KYD$100,000 Per Annum (paid Monthly)",75000,100000,75000,100000,87500
E2M8F5,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$16,380 Per Annum (paid Bi-Weekly)",14040,16380,14040,16380,15210
E3G4U7,45,KYD,Per Week,KYD$6 - KYD$10 Per Hour (paid Weekly),14040,23400,14040,23400,18720
E6C7S5,45,KYD,Per Week,"KYD$500 - KYD$1,200 Weekly",26000,62400,26000,62400,44200
E6X7M2,45,KYD,Per Month,"KYD$33,930 Per Annum (paid Monthly)",33930,33930,33930,33930,33930
E8C8M8,37.5,KYD,Per Month,"KYD$165,000 - KYD$185,000 Per Annum (paid Monthly)",165000,185000,165000,185000,175000
F2X8S2,40,KYD,Per Month,"KYD$24,000 - KYD$48,000 Per Annum (paid Monthly)",24000,48000,24000,48000,36000
F3T2G7,45,USD,Bi-Weekly,"USD$18,720 - USD$21,060 Per Annum (paid Bi-Weekly)",18720,21060,15600,17550,16575
F5M5X6,45,KYD,Per Hour,"KYD$14,040 - KYD$15,210 Per Annum (paid Per Hour)",14040,15210,14040,15210,14625
F7B8B5,45,KYD,Per Month,"KYD$10,530 - KYD$11,700 Per Annum (paid Monthly) + gratuities",10530,11700,10530,11700,11115
G2S3F3,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$25,740 Per Annum (paid Bi-Weekly)",14040,25740,14040,25740,19890
G4Q6R3,40,KYD,Per Month,"KYD$2,665.87 - KYD$3,500 Monthly",31990.4,42000,31990.4,42000,36995.2
G5C7C2,45,KYD,Per Month,"KYD$60,000 - KYD$77,000 Per Annum (paid Monthly)",60000,77000,60000,77000,68500
G5Y4C3,45,KYD,Bi-Weekly,KYD$6 - KYD$10 Per Hour (paid Bi-Weekly),14040,23400,14040,23400,18720
G6P2B6,45,KYD,Per Hour,KYD$8 - KYD$10 Per Hour (paid Per Hour),18720,23400,18720,23400,21060
G6U6P8,45,KYD,Per Month,"KYD$14,040 - KYD$16,380 Per Annum (paid Monthly)",14040,16380,14040,16380,15210
H2E4C4,45,KYD,Per Month,"KYD$18,720 - KYD$28,080 Per Annum (paid Monthly)",18720,28080,18720,28080,23400
H3B7K8,37.5,USD,Per Month,"USD$80,000 - USD$115,000 Per Annum (paid Monthly)",80000,115000,66666.67,95833.33,81250
H4Q5U8,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
H5W8R7,45,KYD,Per Week,KYD$315 - KYD$405 Weekly,16380,21060,16380,21060,18720
H6T2M8,40,KYD,Per Week,KYD$280 - KYD$320 Weekly,14560,16640,14560,16640,15600
H8C3A2,45,KYD,Bi-Weekly,KYD$12.82 Per Hour (paid Bi-Weekly),30000,30000,30000,30000,30000
J4U2V4,45,KYD,Per Week,KYD$5 - KYD$6.5 Per Hour (paid Weekly) + gratuities,11700,15210,11700,15210,13455
J6C2T3,35.7,USD,Per Month,"USD$80,000 - USD$125,000 Per Annum (paid Monthly)",80000,125000,66666.67,104166.67,85416.67
J8N2Y4,45,KYD,Bi-Weekly,"KYD$16,380 - KYD$21,060 Per Annum (paid Bi-Weekly)",16380,21060,16380,21060,18720
K2T2J2,45,KYD,Per Week,KYD$500 - KYD$700 Weekly,26000,36400,26000,36400,31200
K3W6U8,45,USD,Per Month,"USD$200,000 - USD$250,000 Per Annum (paid Monthly)",200000,250000,166666.67,208333.33,187500
K7T2C7,45,KYD,Per Week,"KYD$800 - KYD$1,100 Weekly",41600,57200,41600,57200,49400
M2A6A2,45,KYD,Per Week,KYD$270 - KYD$360 Weekly  + gratuities,14040,18720,14040,18720,16380
M2N3M4,40,KYD,Per Month,"KYD$60,000 - KYD$80,000 Per Annum (paid Monthly)",60000,80000,60000,80000,70000
M3E4Y4,45,KYD,Per Week,KYD$315 - KYD$405 Weekly,16380,21060,16380,21060,18720
M3P3Q7,45,KYD,Per Month,KYD$13 - KYD$15 Per Hour (paid Monthly),30420,35100,30420,35100,32760
M4S5G8,45,USD,Per Month,"USD$200,000 - USD$260,000 Per Annum (paid Monthly)",200000,260000,166666.67,216666.67,191666.67
M4U4N5,35,USD,Per Month,"USD$240,000 - USD$280,000 Per Annum (paid Monthly)",240000,280000,200000,233333.33,216666.67
M5J8N3,45,KYD,Per Hour,"KYD$10,530 - KYD$14,040 Per Annum (paid Per Hour) + gratuities",10530,14040,10530,14040,12285
M7K8D5,45,KYD,Per Week,KYD$10 - KYD$11.11 Per Hour (paid Weekly),23400,26000,23400,26000,24700
M7K8T5,45,KYD,Bi-Monthly,KYD$6 - KYD$7 Per Hour (paid Bi-Monthly),14040,16380,14040,16380,15210
N2F7Y4,45,KYD,Per Week,"KYD$28,080 - KYD$35,100 Per Annum (paid Weekly)",28080,35100,28080,35100,31590
N3G7W2,45,USD,Per Month,"USD$125,000 - USD$160,000 Per Annum (paid Monthly)",125000,160000,104166.67,133333.33,118750
N4E7G6,45,USD,Bi-Weekly,"USD$17,550 - USD$21,060 Per Annum (paid Bi-Weekly) + gratuities",17550,21060,14625,17550,16087.5
N7W8H6,37.5,USD,Per Month,"USD$60,001.5 - USD$85,000.5 Per Annum (paid Monthly)",60001.5,85000.5,50001.25,70833.75,60417.5
N8Q6P3,45,KYD,Per Week,KYD$6.5 - KYD$10 Per Hour (paid Weekly),15210,23400,15210,23400,19305
N8X7G4,45,KYD,Per Week,"KYD$800 - KYD$1,000 Weekly",41600,52000,41600,52000,46800
P4K5D6,37.5,USD,Per Month,"USD$100,000 - USD$135,000 Per Annum (paid Monthly)",100000,135000,83333.33,112500,97916.67
P4N7D2,40,KYD,Per Month,"KYD$49,700 - KYD$69,700 Per Annum (paid Monthly)",49700,69700,49700,69700,59700
P5R2J2,45,KYD,Per Month,"KYD$3,802.5 - KYD$4,999.8 Monthly",45630,59997.6,45630,59997.6,52813.8
P7E3J4,45,KYD,Bi-Weekly,KYD$6 - KYD$7 Per Hour (paid Bi-Weekly),14040,16380,14040,16380,15210
Q4B3S4,45,KYD,Per Month,"KYD$6,000 - KYD$8,000 Monthly",72000,96000,72000,96000,84000
Q4X2C6,45,KYD,Bi-Weekly,KYD$425 - KYD$500 Weekly (paid Bi-Weekly),22100,26000,22100,26000,24050
Q5K7J6,45,KYD,Per Month,"KYD$60,000 - KYD$75,000 Per Annum (paid Monthly)",60000,75000,60000,75000,67500
Q8M4F8,45,KYD,Bi-Weekly,"KYD$2,925 - KYD$3,900 Monthly (paid Bi-Weekly)",35100,46800,35100,46800,40950
Q8V8M6,45,KYD,Bi-Weekly,KYD$10 Per Hour (paid Bi-Weekly),23400,23400,23400,23400,23400
R3N8T5,45,KYD,Per Month,"KYD$1,950 - KYD$2,730 Monthly",23400,32760,23400,32760,28080
R7E8P7,45,KYD,Bi-Weekly,KYD$6 - KYD$11 Per Hour (paid Bi-Weekly),14040,25740,14040,25740,19890
R8D8H2,45,KYD,Per Hour,KYD$5 - KYD$9.5 Per Hour (paid Per Hour) + gratuities,11700,22230,11700,22230,16965
R8G7M3,45,KYD,Bi-Weekly,"KYD$21,060 - KYD$23,400 Per Annum (paid Bi-Weekly)",21060,23400,21060,23400,22230
S2X3C5,45,KYD,Per Week,KYD$450 Weekly,23400,23400,23400,23400,23400
S3E3R3,40,KYD,Per Month,"KYD$49,700 - KYD$69,700 Per Annum (paid Monthly)",49700,69700,49700,69700,59700
S3Q4Q2,45,USD,Per Month,"USD$85,000 - USD$95,000 Per Annum (paid Monthly)",85000,95000,70833.33,79166.67,75000
S3T8R8,45,KYD,Per Week,KYD$5 - KYD$9.5 Per Hour (paid Weekly) + gratuities,11700,22230,11700,22230,16965
S4V5P4,45,KYD,Per Hour,KYD$13 Per Hour (paid Per Hour),30420,30420,30420,30420,30420
S5S5Q8,45,KYD,Bi-Weekly,"KYD$15,210 - KYD$21,060 Per Annum (paid Bi-Weekly) + gratuities",15210,21060,15210,21060,18135
S6P4K3,45,KYD,Per Week,KYD$6 Per Hour (paid Weekly),14040,14040,14040,14040,14040
S6W4S6,37.5,USD,Per Month,"USD$70,000 - USD$110,000 Per Annum (paid Monthly)",70000,110000,58333.33,91666.67,75000
S7J6X4,45,KYD,Bi-Weekly,"KYD$585 - KYD$1,350 Bi-Weekly (paid Bi-Weekly)",15210,35100,15210,35100,25155
S7S2T3,40,KYD,Per Week,KYD$8 - KYD$10 Per Hour (paid Weekly),16640,20800,16640,20800,18720
S8E5B7,37.5,KYD,Per Month,"KYD$60,000 - KYD$73,400 Per Annum (paid Monthly)",60000,73400,60000,73400,66700
S8W2T5,40,KYD,Per Week,KYD$265.2 - KYD$280 Weekly,13790.4,14560,13790.4,14560,14175.2
T3N3B7,40,KYD,Per Month,"KYD$18,000 - KYD$24,000 Per Annum (paid Monthly)",18000,24000,18000,24000,21000
T3X3Y6,45,KYD,Per Month,KYD$6 Per Hour (paid Monthly) + gratuities,14040,14040,14040,14040,14040
T5T3W7,40,KYD,Per Month,"KYD$49,700 - KYD$69,700 Per Annum (paid Monthly)",49700,69700,49700,69700,59700
T7J8S6,45,KYD,Per Hour,KYD$5 - KYD$8 Per Hour (paid Per Hour) + gratuities,11700,18720,11700,18720,15210
T7M6G4,45,KYD,Per Month,KYD$6 - KYD$7 Per Hour (paid Monthly),14040,16380,14040,16380,15210
T7T7F2,45,KYD,Per Month,"KYD$70,000 - KYD$80,000 Per Annum (paid Monthly)",70000,80000,70000,80000,75000
T8V2A8,45,KYD,Per Month,"KYD$60,000 - KYD$84,000 Per Annum (paid Monthly)",60000,84000,60000,84000,72000
U2W8G3,45,KYD,Per Month,"KYD$3,500 - KYD$4,725 Monthly",42000,56700,42000,56700,49350
U3N3W4,40,KYD,Per Week,KYD$7 Per Hour (paid Weekly),14560,14560,14560,14560,14560
U3T6F7,45,USD,Per Month,"USD$150,000 - USD$165,000 Per Annum (paid Monthly)",150000,165000,125000,137500,131250
U3U6C3,45,USD,Per Month,"USD$150,000 - USD$165,000 Per Annum (paid Monthly)",150000,165000,125000,137500,131250
U5A2C7,45,KYD,Bi-Weekly,KYD$6 - KYD$8 Per Hour (paid Bi-Weekly),14040,18720,14040,18720,16380
U5M4S8,40,KYD,Per Month,"KYD$3,300 - KYD$4,300 Monthly",39600,51600,39600,51600,45600
U6K7X7,45,KYD,Per Month,"KYD$75,000 - KYD$85,000 Per Annum (paid Monthly)",75000,85000,75000,85000,80000
U7K4N5,45,KYD,Per Week,"KYD$800 - KYD$1,100 Weekly",41600,57200,41600,57200,49400
U8J6M5,45,KYD,Per Month,"KYD$1,800 Monthly",21600,21600,21600,21600,21600
U8R8X3,45,KYD,Per Week,KYD$28 Per Hour (paid Weekly),65520,65520,65520,65520,65520
V2E4K8,45,KYD,Bi-Weekly,"KYD$1,080 - KYD$1,350 Bi-Weekly (paid Bi-Weekly)",28080,35100,28080,35100,31590
V4E3D4,40,KYD,Per Month,"KYD$49,700 - KYD$69,700 Per Annum (paid Monthly)",49700,69700,49700,69700,59700
V4P7U3,37.5,KYD,Per Month,"KYD$54,999.96 - KYD$68,000.04 Per Annum (paid Monthly)",54999.96,68000.04,54999.96,68000.04,61500
V5S5B7,40,KYD,Per Month,"KYD$65,644.8 - KYD$88,254.4 Per Annum (paid Monthly)",65644.8,88254.4,65644.8,88254.4,76949.6
V5X6R8,45,KYD,Per Month,"KYD$14,040 Per Annum (paid Monthly) + gratuities",14040,14040,14040,14040,14040
V6E8M4,45,KYD,Bi-Weekly,"KYD$17,550 - KYD$19,890 Per Annum (paid Bi-Weekly) + gratuities",17550,19890,17550,19890,18720
V6R2F6,45,KYD,Per Month,"KYD$130,000 - KYD$145,000 Per Annum (paid Monthly)",130000,145000,130000,145000,137500
V7B4W2,45,KYD,Bi-Weekly,"KYD$14,040 - KYD$16,380 Per Annum (paid Bi-Weekly)",14040,16380,14040,16380,15210
W2D5C5,45,KYD,Per Month,"KYD$14,040 - KYD$16,380 Per Annum (paid Monthly)",14040,16380,14040,16380,15210
W2W7V3,45,KYD,Per Week,KYD$6 - KYD$8.5 Per Hour (paid Weekly) + gratuities,14040,19890,14040,19890,16965
W3V8N7,45,KYD,Bi-Monthly,KYD$10 - KYD$12 Per Hour (paid Bi-Monthly),23400,28080,23400,28080,25740
W4A3K6,45,KYD,Bi-Weekly,"KYD$2,115 - KYD$2,500.2 Bi-Weekly (paid Bi-Weekly)",54990,65005.2,54990,65005.2,59997.6
W4A7V2,45,KYD,Per Month,"KYD$11,700 Per Annum (paid Monthly) + gratuities",11700,11700,11700,11700,11700
W4R3H5,40,KYD,Per Month,"KYD$5,000 - KYD$7,000 Monthly",60000,84000,60000,84000,72000
W4Y6F2,40,KYD,Per Week,KYD$500 Weekly,26000,26000,26000,26000,26000
W5E4Q8,45,KYD,Per Month,"KYD$58,500 - KYD$93,600 Per Annum (paid Monthly)",58500,93600,58500,93600,76050
W5K3M7,45,KYD,Bi-Weekly,"KYD$810 - KYD$1,080 Bi-Weekly (paid Bi-Weekly) + gratuities",21060,28080,21060,28080,24570
W5M3P8,45,KYD,Bi-Weekly,"KYD$562.5 - KYD$1,350 Bi-Weekly (paid Bi-Weekly)",14625,35100,14625,35100,24862.5
W6N8T7,37.5,USD,Per Month,"USD$80,000 - USD$100,000 Per Annum (paid Monthly)",80000,100000,66666.67,83333.33,75000
W7H7T7,45,KYD,Per Month,"KYD$2,000 - KYD$2,500 Monthly",24000,30000,24000,30000,27000
